connect|find|look ? ? device|devices|headset|headsets|earphone|earphones|earbud|earbuds,"<find_bluetooth_devices>",,Bluetooth connecting headset
connect|find|look ? ? bluetooth|wireless device|devices|headset|headsets|earphone|earphones|earbud|earbuds,"<find_bluetooth_devices>",,Bluetooth connecting headset
connect|find|look ? ? headset|headsets|earphone|earphones|earbud|earbuds|device|devices,"<find_bluetooth_devices>",Bluetooth connecting ?,Bluetooth connecting headset
connect|find|look ? ? bluetooth|wireless headset|headsets|earphone|earphones|earbud|earbuds|device|devices,"<find_bluetooth_devices>",Bluetooth connecting ?,Bluetooth connecting headset
connect|find|look ? ? headset|headsets|earphone|earphones|earbud|earbuds|device|devices,"<find_bluetooth_devices>",Bluetooth ?,Bluetooth connecting headset
connect|find|look ? ? bluetooth|wireless headset|headsets|earphone|earphones|earbud|earbuds|device|devices,"<find_bluetooth_devices>",Bluetooth ?,Bluetooth connecting headset
connect|find|look ? ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",,Bluetooth connecting speaker
connect|find|look ? ? wireless|bluetooth ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",,Bluetooth connecting speaker
connect|find|look ? ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",Bluetooth connecting ?,Bluetooth connecting speaker
connect|find|look ? ? wireless|bluetooth ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",Bluetooth connecting ?,Bluetooth connecting speaker
connect|find|look ? ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",Bluetooth ?,Bluetooth connecting speaker
connect|find|look ? ? wireless|bluetooth ? speaker|speakers|tv|tvs,"<find_bluetooth_speakers>",Bluetooth ?,Bluetooth connecting speaker
connect|find|look ? ? pair|paired|current ? bluetooth|device|devices|headphone|headphones|headset|headsets|earbud|earbuds|earphone|earphones,"<find_paired_devices>",,Bluetooth connecting paired
what bluetooth|device|devices|headphone|headphones|headset|headsets|earbud|earbuds|earphone|earphones ? pair|paired|connected,"<paired_bluetooth_status>",,
connect|find|look ? ? pair|paired|current bluetooth|device|devices|headphone|headphones|headset|headsets|earbud|earbuds|earphone|earphones,"<find_paired_devices>",Bluetooth *,Bluetooth connecting paired
connect|find|look ? ? pair|paired|current bluetooth|wireless bluetooth|device|devices|headphone|headphones|headset|headsets|earbud|earbuds|earphone|earphones,"<find_paired_devices>",Bluetooth *,Bluetooth connecting paired
what ? ? bluetooth|device|devices|headphone|headphones|headset|headsets|earbud|earbuds|earphone|earphones ? pair|paired|connected,"<paired_bluetooth_status>",Bluetooth *,
disconnect ? ? ? device|devices|speaker|speakers|tv|tvs|bluetooth|headset|earphone|earphones|headphone|headphones|earbud|earbuds ? ?,"<disconnect_bluetooth_device>",,Bluetooth disconnect
disconnect ? ? ? device|devices|speaker|speakers|tv|tvs|bluetooth|headset|earphone|earphones|headphone|headphones|earbud|earbuds ? ?,"<disconnect_bluetooth_device>",Bluetooth *,Bluetooth disconnect
? ? turn on ? bluetooth,"<bluetooth_on>",,
? ? turn off ? bluetooth,"<bluetooth_off>",,
? ? turn on ? bluetooth,"<bluetooth_on>",Bluetooth *,
? ? turn off ? bluetooth,"<bluetooth_off>",Bluetooth *,
? ? turn ? bluetooth on,"<bluetooth_on>",,
? ? turn ? bluetooth off,"<bluetooth_off>",,
? ? turn ? bluetooth on,"<bluetooth_on>",Bluetooth *,
? ? turn ? bluetooth off,"<bluetooth_off>",Bluetooth *,
? ? enable ? bluetooth,"<bluetooth_on>",,
? ? disable ? bluetooth,"<bluetooth_off>",,
? ? enable ? bluetooth,"<bluetooth_on>",Bluetooth *,
? ? disable ? bluetooth,"<bluetooth_off>",Bluetooth *,
? ? bluetooth ? ? status,"<bluetooth_status>",,
? ? bluetooth ? ? status,"<bluetooth_status>",Bluetooth *,
? ? is ? bluetooth on|off|enabled|disabled ?,"<bluetooth_status>",,
? ? is ? bluetooth on|off|enabled|disabled ?,"<bluetooth_status>",Bluetooth *,
* no *,"Ok. You can always connect to a device later",Bluetooth connecting speaker,
* one|first|1|yes *,<connect_bluetooth_speaker_1>,Bluetooth connecting speaker,
* two|second|2 *,<connect_bluetooth_speaker_2>,Bluetooth connecting speaker,
* three|third|3 *,<connect_bluetooth_speaker_3>,Bluetooth connecting speaker,
* four|fourth|4 *,<connect_bluetooth_speaker_4>,Bluetooth connecting speaker,
* five|fifth|5 *,<connect_bluetooth_speaker_5>,Bluetooth connecting speaker,
* six|sixth|6 *,<connect_bluetooth_speaker_6>,Bluetooth connecting speaker,
* seven|seventh|7 *,<connect_bluetooth_speaker_7>,Bluetooth connecting speaker,
* eight|eight|8 *,<connect_bluetooth_speaker_8>,Bluetooth connecting speaker,
* nine|ninth|9 *,<connect_bluetooth_speaker_9>,Bluetooth connecting speaker,
* ten|tenth|10 *,<connect_bluetooth_speaker_10>,Bluetooth connecting speaker,
* eleven|eleventh|11 *,<connect_bluetooth_speaker_11>,Bluetooth connecting speaker,
* twelve|twelfth|12 *,<connect_bluetooth_speaker_12>,Bluetooth connecting speaker,
* thirteen|thirteenth|13 *,<connect_bluetooth_speaker_13>,Bluetooth connecting speaker,
* fourteen|fourteenth|14 *,<connect_bluetooth_speaker_14>,Bluetooth connecting speaker,
* fifteen|fifteenth|15 *,<connect_bluetooth_speaker_15>,Bluetooth connecting speaker,
* sixteen|sixteenth|16 *,<connect_bluetooth_speaker_16>,Bluetooth connecting speaker,
* seventeen|seventeenth|17 *,<connect_bluetooth_speaker_17>,Bluetooth connecting speaker,
* eighteen|eighteenth|18 *,<connect_bluetooth_speaker_18>,Bluetooth connecting speaker,
* nineteen|nineteenth|19 *,<connect_bluetooth_speaker_19>,Bluetooth connecting speaker,
* twenty|twentieth|20 *,<connect_bluetooth_speaker_20>,Bluetooth connecting speaker,
* no *,"Ok. You can always connect to a device later",Bluetooth connecting headset,
* one|first|1|yes *,<connect_bluetooth_headset_1>,Bluetooth connecting headset,
* two|second|2 *,<connect_bluetooth_headset_2>,Bluetooth connecting headset,
* three|third|3 *,<connect_bluetooth_headset_3>,Bluetooth connecting headset,
* four|fourth|4 *,<connect_bluetooth_headset_4>,Bluetooth connecting headset,
* five|fifth|5 *,<connect_bluetooth_headset_5>,Bluetooth connecting headset,
* six|sixth|6 *,<connect_bluetooth_headset_6>,Bluetooth connecting headset,
* seven|seventh|7 *,<connect_bluetooth_headset_7>,Bluetooth connecting headset,
* eight|eight|8 *,<connect_bluetooth_headset_8>,Bluetooth connecting headset,
* nine|ninth|9 *,<connect_bluetooth_headset_9>,Bluetooth connecting headset,
* ten|tenth|10 *,<connect_bluetooth_headset_10>,Bluetooth connecting headset,
* eleven|eleventh|11 *,<connect_bluetooth_headset_11>,Bluetooth connecting headset,
* twelve|twelfth|12 *,<connect_bluetooth_headset_12>,Bluetooth connecting headset,
* thirteen|thirteenth|13 *,<connect_bluetooth_headset_13>,Bluetooth connecting headset,
* fourteen|fourteenth|14 *,<connect_bluetooth_headset_14>,Bluetooth connecting headset,
* fifteen|fifteenth|15 *,<connect_bluetooth_headset_15>,Bluetooth connecting headset,
* sixteen|sixteenth|16 *,<connect_bluetooth_headset_16>,Bluetooth connecting headset,
* seventeen|seventeenth|17 *,<connect_bluetooth_headset_17>,Bluetooth connecting headset,
* eighteen|eighteenth|18 *,<connect_bluetooth_headset_18>,Bluetooth connecting headset,
* nineteen|nineteenth|19 *,<connect_bluetooth_headset_19>,Bluetooth connecting headset,
* twenty|twentieth|20 *,<connect_bluetooth_headset_20>,Bluetooth connecting headset,
* one|first|1|yes *,<disconnect_bluetooth_1>,Bluetooth disconnect,
* two|second|2 *,<disconnect_bluetooth_2>,Bluetooth disconnect,
* three|third|3 *,<disconnect_bluetooth_3>,Bluetooth disconnect,
* four|fourth|4 *,<disconnect_bluetooth_4>,Bluetooth disconnect,
* five|fifth|5 *,<disconnect_bluetooth_5>,Bluetooth disconnect,
* six|sixth|6 *,<disconnect_bluetooth_6>,Bluetooth disconnect,
* seven|seventh|7 *,<disconnect_bluetooth_7>,Bluetooth disconnect,
* eight|eight|8 *,<disconnect_bluetooth_8>,Bluetooth disconnect,
* nine|ninth|9 *,<disconnect_bluetooth_9>,Bluetooth disconnect,
* ten|tenth|10 *,<disconnect_bluetooth_10>,Bluetooth disconnect,
* eleven|eleventh|11 *,<disconnect_bluetooth_11>,Bluetooth disconnect,
* twelve|twelfth|12 *,<disconnect_bluetooth_12>,Bluetooth disconnect,
* thirteen|thirteenth|13 *,<disconnect_bluetooth_13>,Bluetooth disconnect,
* fourteen|fourteenth|14 *,<disconnect_bluetooth_14>,Bluetooth disconnect,
* fifteen|fifteenth|15 *,<disconnect_bluetooth_15>,Bluetooth disconnect,
* sixteen|sixteenth|16 *,<disconnect_bluetooth_16>,Bluetooth disconnect,
* seventeen|seventeenth|17 *,<disconnect_bluetooth_17>,Bluetooth disconnect,
* eighteen|eighteenth|18 *,<disconnect_bluetooth_18>,Bluetooth disconnect,
* nineteen|nineteenth|19 *,<disconnect_bluetooth_19>,Bluetooth disconnect,
* twenty|twentieth|20 *,<disconnect_bluetooth_20>,Bluetooth disconnect,
* no *,"Ok. You can always connect to a device later",Bluetooth connecting paired,
* one|first|1|yes *,<connect_bluetooth_paired_1>,Bluetooth connecting paired,
* two|second|2 *,<connect_bluetooth_paired_2>,Bluetooth connecting paired,
* three|third|3 *,<connect_bluetooth_paired_3>,Bluetooth connecting paired,
* four|fourth|4 *,<connect_bluetooth_paired_4>,Bluetooth connecting paired,
* five|fifth|5 *,<connect_bluetooth_paired_5>,Bluetooth connecting paired,
* six|sixth|6 *,<connect_bluetooth_paired_6>,Bluetooth connecting paired,
* seven|seventh|7 *,<connect_bluetooth_paired_7>,Bluetooth connecting paired,
* eight|eight|8 *,<connect_bluetooth_paired_8>,Bluetooth connecting paired,
* nine|ninth|9 *,<connect_bluetooth_paired_9>,Bluetooth connecting paired,
* ten|tenth|10 *,<connect_bluetooth_paired_10>,Bluetooth connecting paired,
* eleven|eleventh|11 *,<connect_bluetooth_paired_11>,Bluetooth connecting paired,
* twelve|twelfth|12 *,<connect_bluetooth_paired_12>,Bluetooth connecting paired,
* thirteen|thirteenth|13 *,<connect_bluetooth_paired_13>,Bluetooth connecting paired,
* fourteen|fourteenth|14 *,<connect_bluetooth_paired_14>,Bluetooth connecting paired,
* fifteen|fifteenth|15 *,<connect_bluetooth_paired_15>,Bluetooth connecting paired,
* sixteen|sixteenth|16 *,<connect_bluetooth_paired_16>,Bluetooth connecting paired,
* seventeen|seventeenth|17 *,<connect_bluetooth_paired_17>,Bluetooth connecting paired,
* eighteen|eighteenth|18 *,<connect_bluetooth_paired_18>,Bluetooth connecting paired,
* nineteen|nineteenth|19 *,<connect_bluetooth_paired_19>,Bluetooth connecting paired,
* twenty|twentieth|20 *,<connect_bluetooth_paired_20>,Bluetooth connecting paired,
* stop|cancel|exit|nevermind *,"Stopping <stop_bluetooth_timer>",Bluetooth *,